Peak_ID;Gene_Name
chr13-78137430-78138353;SCEL
chr13-99053486-99054271;FARP1
chr13-99215196-99216069;STK24
chr13-99228627-99229452;STK24
chr13-99360926-99361836;STK24
chr13-99360926-99361836;SLC15A1
chr13-99488774-99489653;DOCK9
chr13-99565224-99566049;DOCK9
chr13-99895568-99896353;UBAC2
chr13-99911566-99912407;UBAC2
chr13-99911566-99912407;GPR18
chr13-99970085-99970974;UBAC2
chr13-99970085-99970974;GPR183
chr13-100088696-100089528;TIMM8A
chr13-100269581-100270464;TM9SF2
chr13-100269581-100270464;CLYBL
chr13-100497230-100497996;CLYBL
chr6-155188857-155189720;SCAF8
chr6-157274362-157275293;ARID1B
chr6-157339562-157340376;ARID1B
chr6-157401730-157402564;ARID1B
chr6-157800435-157801316;ZDHHC14
chr6-158002685-158003521;ZDHHC14
chr6-158653312-158654211;TULP4
chr6-167041064-167041948;RPS6KA2
chr6-161351471-161352286;PLGLB2
chr6-161351471-161352286;PLG
chr6-161351471-161352286;PLGLB1
chr5-23507060-23507937;PRDM7
chr16-3086694-3087610;BICDL2
chr16-3029463-3030262;GREP1
chr16-3029463-3030262;PKMYT1
chr16-2656945-2657797;PDPK1
chr16-2659643-2660382;PDPK1
chr16-2660513-2661283;PDPK1
chr16-2663568-2664396;PDPK1
chr16-2669772-2670665;PDPK1
chr16-2673064-2673975;PDPK1
chr16-2674665-2675230;PDPK1
chr16-2682034-2682935;PDPK1
chr16-2686915-2687806;PDPK1
chr16-2689945-2690827;PDPK1
chr16-2692837-2693728;PDPK1
chr16-2696884-2697660;PDPK1
chr16-2715245-2716147;PDPK1
chr16-2720786-2721718;PDPK1
chr16-2656945-2657797;KCTD5
chr16-2659643-2660382;KCTD5
chr16-2660513-2661283;KCTD5
chr16-2663568-2664396;KCTD5
chr16-2669772-2670665;KCTD5
chr16-2673064-2673975;KCTD5
chr16-2674665-2675230;KCTD5
chr16-2682034-2682935;KCTD5
chr16-2686915-2687806;KCTD5
chr16-2689945-2690827;KCTD5
chr16-2692837-2693728;KCTD5
chr16-2696884-2697660;KCTD5
chr16-2715245-2716147;KCTD5
chr16-2720786-2721718;KCTD5
chr16-2509749-2510636;TEDC2
chr16-2205117-2206056;RAB26
chr16-2205117-2206056;TRAF7
chr16-2096994-2097863;TSC2
chr16-2096994-2097863;NTHL1
chr16-2033093-2033989;NOXO1
chr16-2033093-2033989;GFER
chr16-2015137-2016036;SNORA78
chr16-2015137-2016036;RPS2
chr16-2009419-2010311;NDUFB10
chr16-1929370-1930283;
chr16-1929370-1930283;MEIOB
chr16-1832613-1833524;NUBP2
chr16-1832613-1833524;SPSB3
chr16-1470710-1471524;CCDC154
chr16-1470710-1471524;C16orf91
chr16-1244833-1245544;CACNA1H
chr16-740604-741516;WDR24
chr16-699005-699817;WDR90
chr16-660500-661398;METTL26
chr16-660500-661398;RAB40C
chr16-278631-279519;LUC7L
chr5-171990146-171990950;NEURL1B
chr5-172068064-172068858;NEURL1B
chr5-172123017-172123934;NEURL1B
chr5-172409859-172410747;ERGIC1
chr5-172411372-172412169;ERGIC1
chr5-172409859-172410747;ATP6V0E1
chr5-172411372-172412169;ATP6V0E1
chr5-172530645-172531548;CREBRF
chr6-33547945-33548839;BAK1
chr6-33604922-33605759;ITPR3
chr6-33668662-33669549;ITPR3
chr6-33668662-33669549;UQCC2
chr6-33696447-33697269;UQCC2
chr6-33696447-33697269;IP6K3
chr6-34664727-34665461;ILRUN
chr6-35041740-35042587;ANKS1A
chr6-35263627-35264514;ZNF76
chr6-35310091-35310768;DEF6
chr6-35310091-35310768;PPARD
chr6-35311286-35312174;DEF6
chr6-35311286-35312174;PPARD
chr6-35552046-35552920;FKBP5
chr6-35690926-35691828;FKBP5
chr6-36287343-36288208;PNPLA1
chr6-36287343-36288208;BNIP5
chr6-36666849-36667740;CDKN1A
chr6-36842318-36843194;PPIL1
chr6-36853085-36853961;C6orf89
chr6-36954012-36954877;MTCH1
chr6-36985841-36986736;FGD2
chr6-37018082-37018882;FGD2
chr6-37156773-37157660;PIM1
chr6-37210247-37211079;TMEM217
chr6-37483910-37484815;CCDC167
chr6-37878128-37879060;ZFAND3
chr6-37971628-37972527;ZFAND3
chr6-38639442-38640335;GLO1
chr21-43639586-43640434;UMODL1
chr21-43639586-43640434;ABCG1
chr21-44299612-44300348;WDR4
chr21-45078681-45079593;RRP1B
chr19-15666624-15667511;CYP4F22
chr19-8641920-8642713;ADAMTS10
chr19-8641920-8642713;MYO1F
chr19-8578439-8579331;ZNF414
chr6-33279696-33280491;TAPBP
chr6-32935957-32936685;BRD2
chr6-32920343-32921205;HLA-DMA
chr6-32821067-32821998;PSMB9
chr6-32821067-32821998;TAP1
chr6-32794244-32795154;TAP2
chr6-32404781-32405590;HLA-DRA
chr6-32382447-32383319;HLA-DRA
chr6-31920475-31921317;NELFE
chr6-31870197-31871043;C2
chr6-31870197-31871043;ZBTB12
chr6-31829787-31830597;NEU1
chr6-31795465-31796356;HSPA1A
chr6-31795465-31796356;HSPA1B
chr6-31791098-31791991;HSPA1A
chr6-31791098-31791991;HSPA1B
chr6-31737675-31738552;VARS1
chr6-31737675-31738552;VWA7
chr6-31619912-31620903;BAG6
chr6-31582116-31582946;AIF1
chr6-31555973-31556859;LST1
chr6-31525818-31526732;NFKBIL1
chr6-30719761-30720583;IER3
chr6-30711634-30712514;IER3
chr6-30690536-30691419;FLOT1
chr6-30690536-30691419;TUBB
chr6-30646751-30647567;PPP1R18
chr6-30640397-30640786;PPP1R18
chr6-30640897-30641551;PPP1R18
chr6-30640397-30640786;DHX16
chr6-30640897-30641551;DHX16
chr6-30614599-30615496;ATAT1
chr6-30614599-30615496;C6orf136
chr6-29653223-29654096;ZFP57
chr6-31238367-31239251;RNU4-48P
chr6-46749158-46749981;ANKRD66
chr6-45709356-45710040;RUNX2
chr6-45454025-45454953;RUNX2
chr6-45445510-45446417;RUNX2
chr6-45428619-45429413;RUNX2
chr6-45421682-45422415;RUNX2
chr6-45320108-45320964;RUNX2
chr6-45320108-45320964;SUPT3H
chr6-44797349-44798274;SUPT3H
chr6-44233082-44233911;NFKBIE
chr6-43736780-43737623;VEGFA
chr6-43714642-43715538;VEGFA
chr6-43683797-43684708;MRPS18A
chr6-43635386-43636283;RSPH9
chr6-42693559-42694476;PRPH2
chr6-42531798-42532710;UBR2
chr6-41941395-41942299;CCND3
chr6-41683273-41684180;TFEB
chr6-41167028-41167872;TREML4
chr6-41167028-41167872;TREML2
chr6-41025521-41026366;APOBEC2
chr3-16309310-16310195;RFTN1
chr3-17087236-17088098;PLCL2
chr3-17300200-17301066;TBC1D5
chr3-17782506-17783399;TBC1D5
chr3-18295015-18295892;SATB1
chr3-18430115-18431036;SATB1
chr3-20080900-20081789;KAT2B
chr19-4246784-4247675;YJU2
chr19-4342577-4343326;MPND
chr19-4352336-4353249;MPND
chr19-4400138-4401021;MPND
chr19-4400138-4401021;SH3GL1
chr19-4402055-4402954;CHAF1A
chr19-4457444-4458326;UBXN6
chr19-4471500-4472406;HDGFL2
chr19-4523144-4523970;PLIN4
chr19-4523144-4523970;PLIN5
chr19-4558033-4558743;SEMA6B
chr19-4559331-4560246;SEMA6B
chr19-4635925-4636836;TNFAIP8L1
chr19-4638886-4639799;TNFAIP8L1
chr19-4669965-4670824;MYDGF
chr19-4723530-4724371;DPP9
chr19-4791037-4791960;FEM1A
chr19-4812730-4813605;TICAM1
chr19-4869854-4870754;PLIN3
chr19-4872299-4873202;PLIN3
chr19-4909584-4910500;UHRF1
chr19-4968435-4969357;UHRF1
chr19-4968435-4969357;KDM4B
chr19-5340463-5341319;PTPRS
chr19-5577949-5578855;SAFB2
chr19-5622465-5623394;SAFB2
chr19-5622465-5623394;SAFB
chr19-5680305-5681203;SAFB
chr19-5680305-5681203;MICOS13
chr19-5689851-5690719;RPL36
chr19-5719949-5720851;RPL36
chr19-5719949-5720851;LONP1
chr19-5904148-5904977;RANBP3
chr19-5904148-5904977;VMAC
chr19-5803679-5804565;NRTN
chr19-5799077-5799829;DUS3L
chr19-5790541-5791349;DUS3L
chr19-6048545-6049445;RFX2
chr19-6048545-6049445;PRR22
chr19-6110201-6111107;RFX2
chr19-6218261-6219140;MLLT1
chr19-6279661-6280558;MLLT1
chr19-6361114-6361981;CLPP
chr19-6372445-6372916;CLPP
chr19-6372445-6372916;ALKBH7
chr19-6392963-6393848;GTF2F1
chr19-6424683-6425591;KHSRP
chr19-6459959-6460888;CRB3
chr19-6459959-6460888;SLC25A23
chr19-6481368-6482282;CRB3
chr19-6481368-6482282;DENND1C
chr19-6737266-6738164;GPR108
chr19-6739212-6740080;TRIP10
chr19-6772170-6773072;TRIP10
chr19-6772170-6773072;VAV1
chr19-6767231-6768163;VAV1
chr19-6801343-6802207;VAV1
chr19-6802412-6803032;VAV1
chr19-6862445-6863253;VAV1
chr19-6863380-6864191;VAV1
chr19-6875499-6876253;ADGRE1
chr19-6876520-6877411;ADGRE1
chr5-107539515-107540348;FBXL17
chr18-9971062-9971963;VAPA
chr18-9913447-9914366;VAPA
chr18-9760324-9761205;RAB31
chr18-9762265-9763183;RAB31
chr18-9743321-9744156;RAB31
chr18-9707765-9708676;RAB31
chr18-9614250-9615180;PPP4R1
chr18-9516179-9517050;PPP4R1
chr18-9516179-9517050;RALBP1
chr18-9474921-9475813;RALBP1
chr18-9334179-9335085;TWSG1
chr18-9136319-9137126;ANKRD12
chr18-9102196-9103071;NDUFV2
chr18-8988033-8988909;DDX11
chr18-8696537-8697297;MTCL1
chr18-8654295-8655158;RAB12
chr18-8608931-8609815;RAB12
chr18-5515125-5516026;EPB41L3
chr18-5461965-5462798;EPB41L3
chr18-5424798-5425630;EPB41L3
chr18-5417181-5418065;EPB41L3
chr18-5295840-5296715;ZBTB14
chr18-5106513-5107395;AKAIN1
chr18-3998438-3999275;DLGAP1
chr18-3995230-3996138;DLGAP1
chr18-3869631-3870523;DLGAP1
chr18-3771092-3771992;DLGAP1
chr18-3703473-3704336;DLGAP1
chr18-3666060-3666929;DLGAP1
chr18-3623695-3624447;DLGAP1
chr18-3593695-3594592;DLGAP1
chr18-3454542-3455129;TGIF1
chr18-3448972-3449876;TGIF1
chr18-3261555-3262458;MYL12B
chr18-3151179-3152074;MYOM1
chr18-3037136-3038044;MYOM1
chr18-3012923-3013771;LPIN2
chr18-2898018-2898905;LPIN2
chr18-2898018-2898905;EMILIN2
chr18-2655213-2656019;SMCHD1
chr18-2636558-2637430;NDC80
chr18-2570943-2571814;NDC80
chr2-29116192-29116983;WDR43
chr2-30146226-30147162;ALK
chr2-30487987-30488691;LBH
chr2-32264485-32265377;DPY30
chr2-32288995-32289859;DPY30
chr2-32288995-32289859;SPAST
chr2-32389706-32390622;SPAST
chr2-32389706-32390622;SLC30A6
chr2-32489940-32490644;NLRC4
chr2-33598922-33599817;LTBP1
chr2-37012741-37013637;VIT
chr2-37310697-37311595;HEATR5B
chr2-37310697-37311595;GPATCH11
chr2-37459142-37459927;CEBPZOS
chr2-37459142-37459927;CEBPZ
chr2-37459142-37459927;NDUFAF7
chr2-37552033-37552884;PRKD3
chr2-37888888-37889759;CDC42EP3
chr2-38542668-38543590;ATL2
chr2-38978296-38979181;SRSF7
chr2-39102137-39102989;DHX57
chr2-39102137-39102989;MORN2
chr2-39513359-39514261;MAP4K3
chr2-42267262-42268152;PKDCC
chr2-42722265-42723172;KCNG3
chr2-42976179-42976972;MTA3
chr2-43311026-43311820;ZFP36L2
chr2-43313109-43314008;ZFP36L2
chr2-43333314-43334175;ZFP36L2
chr2-43354715-43355647;ZFP36L2
chr2-43402069-43402802;ZFP36L2
chr2-43456008-43456812;ZFP36L2
chr2-43456008-43456812;THADA
chr2-44243877-44244737;LRPPRC
chr2-44705734-44706568;CAMKMT
chr2-45877529-45878445;PRKCE
chr2-45924671-45925609;PRKCE
chr2-45993152-45994070;PRKCE
chr2-46053339-46054219;PRKCE
chr2-46097571-46098472;PRKCE
chr2-46162732-46163497;PRKCE
chr2-46408522-46409453;PRKCE
chr2-46775436-46776236;ATP6V1E2
chr2-46775436-46776236;RHOQ
chr2-46776620-46777451;RHOQ
chr2-47167260-47168188;TTC7A
chr2-47402652-47403504;CALM2
chr2-48111419-48112194;FBXO11
chr2-48131641-48132540;FBXO11
chr18-864550-865434;ADCYAP1
chr18-2541733-2542622;METTL4
chr18-2547238-2548125;METTL4
chr18-2570943-2571814;METTL4
chr16-3450573-3451397;OR2C1
chr16-3450573-3451397;ZNF174
chr16-3767313-3768240;TRAP1
chr16-4032514-4033397;ADCY9
chr16-4282135-4282973;SRL
chr16-4290114-4291036;SRL
chr16-4313519-4314308;SRL
chr16-4313519-4314308;TFAP4
chr16-4346930-4347738;TFAP4
chr16-4465688-4466570;CORO7
chr16-4465688-4466570;DNAJA3
chr16-4475965-4476811;DNAJA3
chr16-4526613-4527495;HMOX2
chr16-4664766-4665700;UBALD1
chr16-4743050-4743899;MGRN1
chr16-4743050-4743899;NUDT16L1
chr16-4851913-4852741;GLYR1
chr16-4851913-4852741;ROGDI
chr16-8891254-8892174;TMEM186
chr16-8891254-8892174;PMM2
chr16-8962192-8962969;PMM2
chr16-8962192-8962969;CARHSP1
chr16-9102324-9103007;USP7
chr16-10971181-10972062;TVP23A
chr16-10971181-10972062;CIITA
chr16-11218915-11219795;CLEC16A
chr16-11254588-11255342;CLEC16A
chr16-11349515-11350420;CLEC16A
chr16-11349515-11350420;SOCS1
chr16-11312624-11313387;SOCS1
chr16-11319383-11320232;SOCS1
chr17-48017278-48018111;LITAF
chr16-11792288-11793163;TXNDC11
chr16-12009132-12009927;GSPT1
chr16-12495880-12496720;SNX29
chr16-15744457-15745333;MIR484
chr16-15744457-15745333;NDE1
chr22-22215974-22216775;MAPK1
chr22-22170230-22171060;MAPK1
chr22-21942191-21943070;YDJC
chr22-21942191-21943070;UBE2L3
chr22-21942191-21943070;UBE2L5
chr22-21055491-21056355;TMEM191C
chr22-21056588-21057368;TMEM191C
chr22-21055491-21056355;TMEM191B
chr22-21056588-21057368;TMEM191B
chr22-20773276-20774195;SCARF2
chr22-19035306-19036227;DGCR2
chr22-19109205-19110119;DGCR2
chr22-19159430-19160331;SLC25A1
chr22-20307146-20308041;PRODH
chr22-20307146-20308041;
chr22-20307146-20308041;DGCR6L
chr22-20307146-20308041;DGCR6
chr22-20016482-20017350;MIR185
chr22-20016482-20017350;TANGO2
chr22-20008240-20009047;MIR185
chr22-20008240-20009047;TANGO2
chr22-19928308-19929121;TXNRD2
chr22-19928308-19929121;COMT
chr22-19717706-19718597;GP1BB
chr22-19431583-19431955;C22orf39
chr22-19419493-19420360;C22orf39
chr22-19419493-19420360;MRPL40
chr22-22376145-22376761;IGLC1
chr22-22376145-22376761;IGLL1
chr22-22376145-22376761;IGLC3
chr22-22376145-22376761;IGLC2
chr22-22376145-22376761;IGLC7
chr22-22376145-22376761;IGLL5
chr3-183016950-183017729;B3GNT5
chr3-183233700-183234613;KLHL6
chr3-183272516-183273410;KLHL6
chr3-183515986-183516896;YEATS2
chr3-183903994-183904838;ABCF3
chr3-184006749-184007563;ECE2
chr3-184031223-184031823;EIF4G1
chr3-184261095-184261968;EPHB3
chr3-184530019-184530886;VPS8
chr3-184540863-184541752;VPS8
chr3-185645542-185646196;TRA2B
chr3-185959708-185960573;DGKG
chr3-185977142-185978030;DGKG
chr3-186566874-186567786;RFC4
chr3-186566874-186567786;ADIPOQ
chr3-186714326-186715225;ST6GAL1
chr3-188585078-188585957;LPP
chr3-188607840-188608618;LPP
chr3-188671641-188672672;LPP
chr3-188950659-188951535;TPRG1
chr3-189393346-189394178;RNU6-98P
chr3-189393346-189394178;RNU6-296P
chr3-189393346-189394178;RNU6-784P
chr3-189393346-189394178;RNU6-1286P
chr3-189393346-189394178;RNU6-419P
chr3-189393346-189394178;RNU6-1116P
chr3-189393346-189394178;RNU6-406P
chr3-189393346-189394178;RNU6-642P
chr3-189393346-189394178;TP63
chr3-190231558-190232421;IL1RAP
chr3-193497927-193498759;OPA1
chr3-193853234-193854155;HES1
chr3-194193875-194194744;ATP13A3
chr3-194315336-194316241;TMEM44
chr3-196365555-196366420;NRROS
chr3-196338132-196339000;BEX4
chr3-196339592-196340443;BEX4
chr3-196159730-196160638;UBXN7
chr3-195849191-195849897;ZDHHC19
chr3-195801930-195802833;TFRC
chr3-195634511-195635090;TNK2
chr3-195586454-195587363;TNK2
chr3-197516710-197517558;FYTTD1
chr3-197516710-197517558;LRCH3
chr3-197676414-197677231;IQCG
chr3-124761011-124761922;HEG1
chr3-124619804-124620305;MUC13
chr7-22549873-22550664;KALRN
chr3-122661360-122662268;SEMA5B
chr3-122233149-122233973;KPNA1
chr3-122102138-122102604;FAM162A
chr3-122102138-122102604;MIX23
chr3-122021707-122022580;CSTA
chr3-122023282-122024126;CSTA
chr3-120135745-120136620;FSTL1
chr3-118938437-118939321;B4GALT4
chr3-114378403-114379275;ZBTB20
chr3-114285570-114286324;ZBTB20
chr3-112736658-112737565;NEPRO
chr3-112709687-112710592;NEPRO
chr3-112709687-112710592;GTPBP8
chr3-108125419-108126182;MYH15
chr3-107684423-107685297;CD47
chr3-101590655-101591496;NFKBIZ
chr3-98531569-98532350;DCBLD2
chr21-15625778-15626580;RBM11
chr21-15825899-15826754;SAMSN1
chr21-26945506-26946285;MIR155
chr21-34198438-34199169;C21orf62
chr21-34570019-34570906;RNU4-69P
chr21-34914013-34914933;GART
chr21-35014165-35014853;ATP5PO
chr21-35014165-35014853;CRYZL1
chr21-35014165-35014853;ITSN1
chr21-35226976-35227884;ATP5PO
chr21-35226976-35227884;ITSN1
chr21-36060016-36060919;CLIC6
chr21-36065289-36066199;CLIC6
chr21-36104382-36105282;CLIC6
chr21-36260229-36261135;RUNX1
chr21-37829202-37830068;CLDN14
chr21-38159025-38159937;HLCS
chr21-38159025-38159937;SIM2
chr21-38299941-38300737;HLCS
chr21-38350412-38351217;HLCS
chr21-38351886-38352337;HLCS
chr21-38352439-38352984;HLCS
chr21-38639452-38640349;VPS26C
chr21-38667217-38668099;VPS26C
chr21-38805333-38806233;DYRK1A
chr21-39121703-39122481;KCNJ6
chr21-41710334-41711237;DSCAM
chr21-42417243-42418150;BACE2
chr21-42655299-42656059;MX1
chr11-68213396-68214315;PPP6R3
chr11-68213396-68214315;LRP5
chr11-68038554-68039422;C11orf24
chr11-67776525-67777440;ALDH3B1
chr11-67414974-67415910;ACY3
chr11-67373348-67374177;NDUFV1
chr11-67350924-67351831;GSTP1
chr11-67195875-67196669;RPS6KB2
chr11-67120704-67121598;CLCF1
chr11-67120704-67121598;POLD4
chr11-67056371-67057284;ANKRD13D
chr11-67030665-67031502;GRK2
chr11-67006276-67007163;KDM2A
chr11-66115349-66116251;B4GAT1
chr11-66112196-66112925;B4GAT1
chr11-66112196-66112925;BRMS1
chr11-66080165-66080789;TMEM151A
chr11-65779737-65780495;CATSPER1
chr11-65779737-65780495;CST6
chr11-65769549-65770448;BANF1
chr11-65769549-65770448;EIF1AD
chr11-65652364-65653266;CCDC85B
chr11-65652364-65653266;FIBP
chr11-65625717-65626610;CFL1
chr11-65487340-65488218;RNASEH2C
chr11-65407465-65408360;RELA
chr11-65407465-65408360;SIPA1
chr11-65382053-65382965;PCNX3
chr11-65382053-65382965;MAP3K11
chr11-65354256-65355119;EHBP1L1
chr11-65292850-65293240;LTBP3
chr11-65292850-65293240;SCYL1
chr11-65121784-65122683;SLC25A45
chr11-65121784-65122683;TIGD3
chr11-64900005-64900881;SYVN1
chr11-64850924-64851804;ZFPL1
chr11-64850924-64851804;CDCA5
chr11-64764024-64764901;BATF2
chr11-64744950-64745650;MAJIN
chr11-64743506-64744340;MAJIN
chr11-64442001-64442926;NRXN2
chr11-64399840-64400734;NRXN2
chr11-64007449-64008168;PPP1R14B
chr11-63974081-63974951;FERMT3
chr11-63920804-63921665;MACROD1
chr11-63917785-63918491;MACROD1
chr11-63858378-63859280;MACROD1
chr11-63858378-63859280;FLRT1
chr11-63685034-63685923;RCOR2
chr11-63580244-63581045;SPINDOC
chr11-63534821-63535636;ZFTA
chr11-63505623-63506412;RTN3
chr11-62598890-62599800;STX5
chr11-62598890-62599800;TEX54
chr11-62555182-62556065;TAF6L
chr11-62380493-62381404;B3GAT3
chr11-62380493-62381404;EML3
chr11-62380493-62381404;ROM1
chr11-62328217-62329098;EEF1G
chr11-62309712-62310368;EEF1G
chr11-62309712-62310368;AHNAK
chr11-62104894-62105801;ASRGL1
chr11-61891323-61892210;INCENP
chr11-61684010-61684939;RAB3IL1
chr11-61378425-61379341;SYT7
chr11-61251892-61252689;PPP1R32
chr11-61251892-61252689;LRRC10B
chr11-61129489-61130400;CYB561A3
chr11-61129489-61130400;TMEM138
chr11-60919052-60919946;VPS37C
chr11-60717719-60718614;SLC15A3
chr11-58999075-58999920;MPEG1
chr11-59009388-59010174;MPEG1
chr11-59010536-59011340;MPEG1
chr11-59012630-59013510;MPEG1
chr11-59027835-59028724;MPEG1
chr11-59029422-59030292;MPEG1
chr11-59051174-59052066;MPEG1
chr11-58958268-58959088;DTX4
chr9-79611040-79611918;FOXB2
chr9-77725635-77726496;OSTF1
chr9-74886878-74887713;GDA
chr9-73132010-73132931;TRPM3
chr9-72955481-72956352;KLF9
chr9-72955481-72956352;SMC5
chr9-72586489-72587393;CFAP95
chr9-72271597-72272486;APBA1
chr9-71795144-71796040;TJP2
chr9-71685146-71686010;TJP2
chr9-71685146-71686010;FXN
chr9-71669883-71670719;FXN
chr9-272589-273175;ZNG1F
chr9-272589-273175;ZNG1C
chr9-272589-273175;ZNG1E
chr9-272589-273175;DOCK8
chr9-893603-894493;DMRT1
chr9-1008887-1009753;DMRT3
chr9-2014737-2015640;SMARCA2
chr9-2017148-2018019;SMARCA2
chr9-2053643-2054559;SMARCA2
chr9-2132182-2132883;SMARCA2
chr9-2157964-2158770;SMARCA2
chr9-2843729-2844632;KCNV2
chr9-2843729-2844632;PUM3
chr9-2859558-2860408;PUM3
chr9-3240484-3241352;RFX3
chr9-3524283-3525001;RFX3
chr9-3525745-3526422;RFX3
chr9-4117538-4118395;GLIS3
chr9-4661874-4662747;SPATA6L
chr9-4661874-4662747;PLPP6
chr9-4679105-4680022;CDC37L1
chr9-4740774-4741650;AK3
chr9-4762571-4763449;AK3
chr9-4792376-4793278;RCL1
chr9-4938831-4939712;JAK2
chr9-4984545-4985485;JAK2
chr9-4987696-4988549;JAK2
chr9-5437423-5438330;PLGRKT
chr9-5450058-5450929;PLGRKT
chr9-5450058-5450929;CD274
chr9-5531260-5532117;PDCD1LG2
chr9-5628513-5629433;RIC1
chr9-5832601-5833458;ERMP1
chr9-5851213-5852080;ERMP1
chr9-5885877-5886760;MLANA
chr9-6006617-6007417;KIAA2026
chr9-6008008-6008844;KIAA2026
chr9-6015212-6016127;RANBP6
chr9-6054291-6054989;RANBP6
chr9-6055107-6055793;RANBP6
chr9-6064581-6065515;RANBP6
chr9-6412661-6413571;UHRF2
chr9-6412661-6413571;TPD52L3
chr9-6567935-6568831;GLDC
chr9-6667359-6668240;MBL2
chr10-52215506-52216287;SGMS1
chr10-52312790-52313681;SGMS1
chr10-89264612-89265490;MINPP1
chr10-89293203-89294080;MINPP1
chr10-91214830-91215658;IFIT1B
chr10-91214830-91215658;SLC16A12
chr10-96121690-96122557;PLCE1
chr10-96121690-96122557;NOC3L
chr10-96288223-96288650;TBC1D12
chr10-97037279-97038147;PDLIM1
chr10-97072554-97073445;SORBS1
chr10-97321055-97321893;ALDH18A1
chr10-97503185-97504066;ENTPD1
chr10-97689355-97690245;ENTPD1
chr10-97736708-97737583;CCNJ
chr10-97781553-97782422;CCNJ
chr10-98316407-98317232;TLL2
chr10-98316407-98317232;TM9SF3
chr10-98425431-98426334;PIK3AP1
chr10-99674477-99675391;CRTAC1
chr10-100202329-100203222;HPS1
chr10-101141953-101142836;CNNM1
chr10-101380205-101381123;SLC25A28
chr10-102193109-102193618;SCD
chr10-102193109-102193618;WNT8B
chr10-102225784-102226656;WNT8B
chr10-102503537-102504356;PAX2
chr10-102534059-102534955;PAX2
chr10-102758339-102759199;LZTS2
chr10-102773706-102774553;PDZD7
chr10-102801685-102802488;SFXN3
chr10-102802908-102803817;SFXN3
chr10-103202065-103202955;BTRC
chr10-103239987-103240727;BTRC
chr10-103241423-103242305;BTRC
chr10-103542636-103543462;NPM3
chr10-104325537-104326465;SUFU
chr10-104613964-104614869;BORCS7
chr10-112369154-112370049;SMC3
chr10-114067771-114068670;TECTB
chr10-116450593-116451477;ABLIM1
chr10-116463102-116463947;ABLIM1
chr10-119135222-119136130;PDZD8
chr10-120968952-120969847;PRDX3
chr10-120968952-120969847;GRK5
chr10-120979221-120980089;GRK5
chr10-121077029-121077899;GRK5
chr10-35378977-35379863;CUL2
chr10-29532547-29533368;LYZL2
chr10-29532547-29533368;LYZL1
chr10-30726532-30727431;MAP3K8
chr10-30722839-30723624;MAP3K8
chr10-29736772-29737487;SVIL
chr10-31321226-31322105;ZNF438
chr10-31634976-31635931;ZEB1
chr10-28468711-28469620;MPP7
chr18-457081-457958;COLEC12
chr18-267614-268518;THOC1
chr18-158065-158925;USP14
chr18-21699206-21700104;TTC39C
chr18-23853546-23854371;TAF4B
chr18-23853546-23854371;PSMA8
chr18-24055078-24055838;TAF4B
chr18-24055078-24055838;KCTD1
chr18-24027034-24027884;KCTD1
chr18-24094319-24095238;KCTD1
chr18-24274613-24275497;KCTD1
chr18-32922714-32923638;ZNF24
chr18-35005724-35006625;CELF4
chr2-128642633-128643549;SAP130
chr2-128642633-128643549;AMMECR1L
chr2-128459349-128459963;WDR33
chr2-128459349-128459963;SFT2D3
chr2-128458454-128459223;WDR33
chr2-128458454-128459223;SFT2D3
chr5-138491694-138492599;SIL1
chr5-138724183-138725082;SLC23A1
chr5-138724183-138725082;MZB1
chr5-139026835-139027714;CXXC5
chr5-139492542-139493423;NRG2
chr5-139492542-139493423;PURA
chr5-139511554-139512442;PURA
chr5-140207289-140208205;PCDHA4
chr5-140528729-140529556;PCDHB5
chr5-140528729-140529556;PCDHB4
chr5-140557019-140557911;PCDHB5
chr5-140557019-140557911;PCDHB5
chr5-140557019-140557911;PCDHB7
chr5-140557019-140557911;PCDHB13
chr5-140602712-140603429;PCDHB11
chr5-140602712-140603429;PCDHB12
chr5-140602712-140603429;PCDHB14
chr5-140699911-140700815;TAF7
chr5-142034933-142035533;ARHGAP26
chr5-142034933-142035533;FGF1
chr5-142441434-142442334;ARHGAP26
chr5-142769910-142770798;NR3C1
chr5-142776929-142777675;NR3C1
chr5-142813888-142814791;NR3C1
chr5-115419683-115420536;COMMD10
chr5-115419683-115420536;ARL14EPL
chr5-126656105-126656978;MEGF10
chr5-126675864-126676762;MEGF10
chr5-126730074-126730956;MEGF10
chr5-126777961-126778838;MEGF10
chr5-126852041-126852792;MEGF10
chr5-126853434-126854354;MEGF10
chr5-126852041-126852792;PRRC1
chr5-126853434-126854354;PRRC1
chr5-149903571-149904391;SYNPO
chr5-149903571-149904391;NDST1
chr5-149939868-149940708;NDST1
chr5-149729829-149730668;TCOF1
chr5-148997957-148998847;ARHGEF37
chr5-148822508-148823347;MIR145
chr5-148760709-148761619;IL17B
chr5-148746677-148747557;PCYOX1L
chr5-148336827-148337714;SH3TC2
chr18-10518556-10519388;NAPG
chr18-10519908-10520757;NAPG
chr18-10525595-10526452;NAPG
chr18-55577481-55578383;RNU6-297P
chr18-55780098-55780881;NEDD4L
chr18-11850922-11851778;GNAL
chr18-11908070-11908905;GNAL
chr18-11908070-11908905;MPPE1
chr18-11936228-11936998;IMPA2
chr18-11980698-11981617;IMPA2
chr18-12038642-12039472;IMPA2
chr18-12271452-12272352;CIDEA
chr18-12376934-12377833;TUBB6
